id,blok_gudang,mode_pengiriman,panggilan_layanan_pelanggan,rating_pelanggan,harga_produk,pembelian_sebelumnya,kepentingan_produk,jenis_kelamin,diskon_ditawarkan,berat_dalam_gram,pengiriman_tepat_waktu
6043,B,darat,4,3,272.0,4,rendah,Laki-laki,61,2857.0,1
6044,C,kapal,4,1,141.0,2,rendah,Perempuan,23,1689.0,1
6045,C,darat,2,2,127.0,3,rendah,Laki-laki,13,1128.0,1
6046,F,kapal,4,4,251.0,6,sedang,Laki-laki,4,1869.0,0
6047,D,kapal,3,2,205.0,2,,Laki-laki,6,4853.0,0
6048,B,pesawat,3,4,143.0,4,sedang,Laki-laki,5,5545.0,1
6049,C,darat,4,4,196.0,5,tinggi,Perempuan,7,4622.0,0
6050,F,kapal,3,2,160.0,3,rendah,Perempuan,4,4683.0,0
6051,A,kapal,3,1,144.0,2,sedang,Laki-laki,8,5378.0,1
6052,C,kapal,3,2,231.0,4,sedang,Laki-laki,4,5510.0,0
6053,F,kapal,3,5,147.0,3,rendah,Perempuan,4,5042.0,0
6054,B,kapal,5,3,226.0,2,tinggi,Perempuan,2,4219.0,0
6055,B,kapal,4,4,275.0,3,rendah,Laki-laki,10,5674.0,1
6056,A,darat,2,4,155.0,5,rendah,Laki-laki,9,1740.0,1
6057,F,darat,2,5,271.0,3,rendah,Perempuan,6,5471.0,1
6058,D,kapal,5,5,272.0,5,sedang,Perempuan,5,1868.0,1
6059,B,kapal,5,1,167.0,2,rendah,Laki-laki,62,1884.0,1
6060,F,darat,5,1,236.0,5,sedang,Laki-laki,10,1961.0,0
6061,F,kapal,4,1,240.0,4,rendah,Laki-laki,10,5965.0,1
6062,F,kapal,7,3,296.0,4,rendah,Laki-laki,4,1392.0,0
6063,A,kapal,4,3,201.0,2,sedang,Perempuan,18,3461.0,1
6064,B,darat,3,2,158.0,3,sedang,Perempuan,39,1512.0,1
6065,A,kapal,3,3,164.0,3,tinggi,Laki-laki,9,5070.0,0
6066,B,darat,5,4,180.0,4,sedang,Perempuan,7,4200.0,1
6067,D,kapal,6,2,245.0,4,rendah,Perempuan,10,1448.0,0
6068,C,kapal,3,2,189.0,6,rendah,Laki-laki,7,4329.0,0
6069,D,pesawat,4,5,230.0,2,rendah,Perempuan,38,2890.0,1
6070,F,kapal,3,4,164.0,6,sedang,Perempuan,4,5567.0,1
6071,C,kapal,4,2,175.0,6,rendah,Perempuan,5,5445.0,1
6072,F,kapal,5,4,143.0,2,rendah,Laki-laki,1,5872.0,1
6073,B,kapal,5,2,218.0,3,rendah,Laki-laki,4,5363.0,1
6074,F,darat,3,4,284.0,10,,Laki-laki,8,4562.0,1
6075,F,pesawat,4,4,221.0,4,sedang,Laki-laki,14,2932.0,1
6076,A,darat,4,5,182.0,3,sedang,Perempuan,2,4473.0,0
6077,F,pesawat,5,1,211.0,2,sedang,Laki-laki,1,5913.0,1
6078,C,kapal,5,4,193.0,4,tinggi,Perempuan,4,5757.0,1
6079,F,kapal,4,3,201.0,3,rendah,Perempuan,46,3641.0,1
6080,F,kapal,2,4,122.0,2,rendah,Perempuan,32,,1
6081,B,kapal,3,2,265.0,6,rendah,Laki-laki,9,5936.0,0
6082,C,pesawat,4,3,241.0,2,,Perempuan,4,5942.0,1
6083,F,kapal,5,3,104.0,4,rendah,Laki-laki,3,4885.0,1
6084,A,kapal,3,1,210.0,2,rendah,Perempuan,52,2444.0,1
6085,A,kapal,6,1,273.0,4,rendah,Laki-laki,3,1361.0,1
6086,B,darat,4,2,265.0,6,rendah,Laki-laki,8,1391.0,1
6087,F,kapal,5,4,281.0,4,sedang,Laki-laki,56,3709.0,1
6088,A,darat,4,2,190.0,3,sedang,Laki-laki,7,4766.0,0
6089,B,darat,3,2,238.0,2,sedang,Perempuan,32,3274.0,1
6090,D,kapal,5,4,215.0,2,sedang,Laki-laki,34,2713.0,1
6091,B,darat,7,5,291.0,4,tinggi,Laki-laki,6,1135.0,0
6092,D,kapal,4,2,184.0,3,,Laki-laki,10,4931.0,0
6093,B,kapal,4,1,157.0,2,sedang,Perempuan,7,4690.0,1
6094,D,pesawat,3,2,257.0,2,sedang,Perempuan,1,4132.0,1
6095,D,darat,6,3,271.0,4,rendah,Perempuan,2,1364.0,1
6096,B,kapal,3,2,224.0,2,sedang,Perempuan,3,4405.0,0
6097,D,pesawat,5,5,,2,rendah,Laki-laki,44,1561.0,1
6098,F,pesawat,4,3,207.0,2,sedang,Laki-laki,4,5227.0,1
6099,D,kapal,3,2,149.0,4,sedang,Perempuan,21,1636.0,1
6100,F,kapal,3,3,204.0,4,tinggi,Laki-laki,9,4712.0,0
6101,B,kapal,2,4,225.0,10,tinggi,Laki-laki,56,3384.0,1
6102,B,pesawat,4,5,157.0,3,sedang,Laki-laki,28,1557.0,1
6103,B,pesawat,4,1,234.0,6,rendah,Laki-laki,7,1711.0,0
6104,B,kapal,7,5,265.0,4,rendah,Perempuan,9,1393.0,0
6105,D,pesawat,6,4,305.0,4,rendah,Perempuan,7,1172.0,1
6106,F,kapal,4,4,229.0,6,sedang,Perempuan,8,1175.0,0
6107,F,darat,3,4,219.0,6,rendah,Perempuan,2,1837.0,0
6108,A,kapal,5,4,134.0,2,rendah,Perempuan,20,1549.0,1
6109,D,pesawat,5,2,219.0,5,rendah,Perempuan,9,1505.0,0
6110,F,kapal,3,3,246.0,4,rendah,Perempuan,3,4316.0,0
6111,A,darat,3,4,211.0,2,rendah,Laki-laki,6,6000.0,0
6112,F,kapal,3,3,218.0,3,sedang,Laki-laki,48,3425.0,1
6113,A,kapal,4,2,156.0,4,sedang,Perempuan,2,5795.0,1
6114,F,kapal,3,3,152.0,3,sedang,Laki-laki,5,1385.0,1
6115,F,kapal,5,3,186.0,4,rendah,Laki-laki,23,3981.0,1
6116,F,kapal,2,4,245.0,2,sedang,Perempuan,3,5850.0,1
6117,F,pesawat,4,1,102.0,3,sedang,Laki-laki,3,4179.0,0
6118,B,kapal,3,1,215.0,3,sedang,Perempuan,2,3873.0,1
6119,D,kapal,3,4,140.0,2,sedang,Laki-laki,48,1102.0,1
6120,C,darat,4,5,189.0,2,rendah,Perempuan,15,2457.0,1
6121,D,kapal,4,1,253.0,7,sedang,Laki-laki,37,2955.0,1
6122,F,kapal,3,1,189.0,4,rendah,Perempuan,4,4785.0,0
6123,C,kapal,3,3,232.0,2,sedang,Perempuan,8,5544.0,1
6124,C,kapal,4,1,238.0,4,rendah,Perempuan,22,3950.0,1
6125,A,kapal,6,3,259.0,5,sedang,Perempuan,1,1271.0,0
6126,D,darat,3,4,208.0,2,rendah,Perempuan,3,5811.0,1
6127,B,kapal,2,4,151.0,4,rendah,Perempuan,2,1150.0,0
6128,F,kapal,4,2,201.0,3,sedang,Perempuan,6,5616.0,1
6129,A,darat,6,5,260.0,4,tinggi,Laki-laki,10,2756.0,1
6130,B,darat,3,1,220.0,2,tinggi,Perempuan,40,3773.0,1
6131,D,kapal,5,2,260.0,5,rendah,Laki-laki,9,1809.0,1
6132,F,darat,3,3,250.0,4,sedang,Laki-laki,1,4717.0,0
6133,B,pesawat,5,5,216.0,6,rendah,Laki-laki,54,2075.0,1
6134,C,kapal,3,5,178.0,3,rendah,Perempuan,39,1498.0,1
6135,D,kapal,3,5,246.0,3,sedang,Perempuan,2,5653.0,1
6136,C,kapal,4,4,187.0,3,rendah,Perempuan,8,4893.0,0
6137,B,kapal,4,2,232.0,3,sedang,Laki-laki,8,4658.0,1
6138,C,darat,5,5,259.0,3,sedang,Perempuan,5,4315.0,0
6139,F,kapal,5,2,165.0,2,sedang,Perempuan,18,1918.0,1
6140,F,kapal,3,1,202.0,2,sedang,Laki-laki,62,3398.0,1
6141,A,kapal,3,1,169.0,3,rendah,Perempuan,6,4081.0,1
6142,A,darat,3,1,256.0,4,rendah,Laki-laki,6,4814.0,1
6143,F,darat,4,1,152.0,2,tinggi,Laki-laki,2,5396.0,0
6144,B,kapal,4,1,147.0,3,sedang,Laki-laki,32,1666.0,1
6145,D,kapal,4,3,239.0,3,sedang,Laki-laki,9,5897.0,1
6146,F,pesawat,3,3,175.0,3,,Laki-laki,2,5740.0,1
6147,D,kapal,3,2,263.0,3,rendah,Perempuan,3,5303.0,0
6148,A,kapal,2,5,271.0,3,rendah,Laki-laki,9,4185.0,0
6149,B,darat,4,2,238.0,5,sedang,Laki-laki,9,4618.0,0
6150,F,kapal,5,2,196.0,3,rendah,Laki-laki,38,2211.0,1
6151,C,kapal,4,2,158.0,4,rendah,Perempuan,13,1785.0,1
6152,B,pesawat,2,4,159.0,3,sedang,Laki-laki,47,1547.0,1
6153,F,kapal,3,5,185.0,3,sedang,Laki-laki,5,4317.0,1
6154,D,kapal,4,4,188.0,4,rendah,Perempuan,10,4571.0,1
6155,F,darat,3,4,143.0,3,rendah,Perempuan,1,4392.0,1
6156,F,kapal,6,2,282.0,4,sedang,Laki-laki,6,1674.0,0
6157,C,kapal,5,5,259.0,3,sedang,Perempuan,1,4608.0,0
6158,F,kapal,3,1,183.0,2,sedang,Perempuan,10,4598.0,0
6159,F,pesawat,4,3,158.0,3,sedang,Perempuan,57,1911.0,1
6160,B,pesawat,5,5,240.0,3,sedang,Perempuan,12,2723.0,1
6161,D,pesawat,4,3,153.0,4,rendah,Laki-laki,36,1171.0,1
6162,D,pesawat,3,3,262.0,5,sedang,Perempuan,1,5043.0,0
6163,B,kapal,6,4,161.0,4,sedang,Laki-laki,3,1747.0,1
6164,A,kapal,4,3,211.0,7,tinggi,Laki-laki,9,5652.0,1
6165,F,kapal,4,4,241.0,3,tinggi,Laki-laki,39,3798.0,1
6166,F,kapal,4,2,136.0,4,rendah,Perempuan,3,4190.0,0
6167,D,kapal,2,1,252.0,3,rendah,Perempuan,12,2800.0,1
6168,A,kapal,4,5,139.0,3,rendah,Perempuan,3,5824.0,1
6169,A,pesawat,4,5,133.0,3,sedang,Laki-laki,4,5180.0,1
6170,F,darat,5,4,211.0,6,rendah,Laki-laki,33,3955.0,1
6171,C,kapal,2,1,159.0,2,rendah,Perempuan,44,1213.0,1
6172,F,kapal,4,3,249.0,5,rendah,Perempuan,10,1067.0,1
6173,D,kapal,4,5,242.0,2,rendah,Laki-laki,4,5341.0,0
6174,F,kapal,4,1,250.0,6,sedang,Perempuan,7,1292.0,0
6175,D,kapal,4,1,273.0,3,sedang,Perempuan,25,3717.0,1
6176,B,kapal,3,3,188.0,2,sedang,Perempuan,2,4336.0,0
6177,A,kapal,7,1,306.0,4,sedang,Laki-laki,5,1467.0,0
6178,B,kapal,3,4,174.0,2,rendah,Laki-laki,7,4596.0,0
6179,D,darat,2,1,154.0,3,sedang,Perempuan,4,5100.0,0
6180,D,kapal,4,1,191.0,3,rendah,Perempuan,8,4021.0,1
6181,C,kapal,4,5,156.0,5,tinggi,Perempuan,55,1619.0,1
6182,A,pesawat,3,4,150.0,3,rendah,Perempuan,11,1861.0,1
6183,A,kapal,4,1,214.0,5,sedang,Laki-laki,9,5801.0,0
6184,C,kapal,6,2,304.0,5,sedang,Laki-laki,6,1178.0,1
6185,C,kapal,5,4,230.0,3,rendah,Laki-laki,1,4727.0,0
6186,C,kapal,2,4,194.0,6,sedang,Perempuan,39,3770.0,1
6187,F,kapal,6,4,137.0,8,rendah,Perempuan,9,4374.0,1
6188,D,kapal,4,2,220.0,3,tinggi,Perempuan,39,2459.0,1
6189,F,kapal,4,3,186.0,3,rendah,Laki-laki,2,4437.0,1
6190,C,kapal,4,1,293.0,3,rendah,Laki-laki,8,1326.0,1
6191,D,darat,4,1,202.0,3,tinggi,Laki-laki,59,2563.0,1
6192,A,kapal,4,2,252.0,3,sedang,Perempuan,43,3273.0,1
6193,D,kapal,2,5,284.0,3,,Laki-laki,6,4575.0,0
6194,D,kapal,5,3,267.0,6,rendah,Perempuan,8,1421.0,1
6195,C,kapal,4,3,200.0,4,sedang,Perempuan,7,4953.0,1
6196,F,darat,3,1,155.0,3,sedang,Perempuan,47,1193.0,1
6197,F,kapal,3,1,202.0,2,sedang,Perempuan,7,4506.0,1
6198,B,kapal,4,3,149.0,2,rendah,Perempuan,58,1657.0,1
6199,A,pesawat,5,2,184.0,4,rendah,Laki-laki,6,4155.0,1
6200,B,kapal,4,1,155.0,3,rendah,Perempuan,4,4397.0,0
6201,B,darat,4,2,220.0,6,sedang,Laki-laki,10,1878.0,1
6202,A,kapal,3,3,202.0,4,rendah,Perempuan,3,4003.0,1
6203,A,pesawat,4,3,264.0,3,sedang,Laki-laki,23,2376.0,1
6204,F,kapal,3,2,143.0,4,sedang,Perempuan,7,4486.0,0
6205,D,kapal,3,1,272.0,2,rendah,Laki-laki,51,2719.0,1
6206,A,kapal,5,3,150.0,2,rendah,Laki-laki,2,1682.0,1
6207,A,kapal,4,4,252.0,6,sedang,Laki-laki,44,2676.0,1
6208,D,kapal,3,5,137.0,2,rendah,Perempuan,6,5709.0,1
6209,C,kapal,4,3,206.0,4,sedang,Laki-laki,1,4812.0,1
6210,B,darat,3,4,211.0,3,tinggi,Laki-laki,1,5144.0,0
6211,C,pesawat,3,3,180.0,7,sedang,Perempuan,4,5068.0,1
6212,C,darat,3,4,167.0,3,sedang,Laki-laki,50,1068.0,1
6213,C,kapal,4,1,142.0,2,rendah,Laki-laki,26,1683.0,1
6214,B,pesawat,4,2,192.0,3,sedang,Perempuan,3,4922.0,0
6215,D,kapal,3,4,197.0,3,sedang,Perempuan,56,3427.0,1
6216,B,kapal,2,1,255.0,3,rendah,Laki-laki,19,1551.0,1
6217,A,kapal,7,2,310.0,4,rendah,Perempuan,7,1294.0,0
6218,F,kapal,4,4,127.0,4,tinggi,Laki-laki,54,1239.0,1
6219,C,darat,3,4,150.0,2,sedang,Laki-laki,64,1777.0,1
6220,B,darat,2,2,148.0,3,tinggi,Perempuan,35,1349.0,1
6221,F,kapal,6,3,170.0,4,rendah,Laki-laki,1,4912.0,0
6222,D,darat,5,2,264.0,5,rendah,Perempuan,27,3118.0,1
6223,F,kapal,6,5,291.0,4,rendah,Laki-laki,3,1102.0,1
6224,F,kapal,6,3,202.0,4,sedang,Perempuan,6,4249.0,0
6225,F,kapal,4,4,176.0,3,rendah,Perempuan,1,4774.0,0
6226,C,pesawat,3,4,143.0,2,sedang,Perempuan,6,1194.0,1
6227,B,pesawat,3,5,167.0,2,rendah,Laki-laki,5,5042.0,1
6228,F,pesawat,3,2,210.0,3,rendah,Perempuan,9,4731.0,1
6229,A,kapal,4,4,188.0,3,rendah,Laki-laki,6,4174.0,1
6230,F,kapal,5,3,251.0,2,rendah,Laki-laki,9,4458.0,0
6231,C,kapal,3,3,271.0,4,tinggi,Laki-laki,3,4006.0,1
6232,F,kapal,5,1,144.0,4,rendah,Laki-laki,37,1658.0,1
6233,A,darat,6,2,304.0,4,rendah,Laki-laki,2,1256.0,1
6234,A,kapal,4,4,,3,sedang,Laki-laki,6,5508.0,0
6235,D,kapal,4,1,133.0,4,rendah,Perempuan,10,5258.0,0
6236,B,kapal,2,5,189.0,5,rendah,Laki-laki,3,5292.0,0
6237,A,kapal,3,3,187.0,2,rendah,Perempuan,7,4859.0,0
6238,A,kapal,4,1,225.0,3,sedang,Laki-laki,9,4242.0,1
6239,D,darat,4,4,146.0,2,sedang,Perempuan,5,4356.0,0
6240,F,darat,4,4,190.0,2,rendah,Laki-laki,2,4460.0,0
6241,B,kapal,4,3,228.0,4,rendah,Laki-laki,61,3583.0,1
6242,C,kapal,3,5,198.0,4,rendah,Perempuan,10,4829.0,0
6243,A,kapal,5,2,179.0,3,sedang,Laki-laki,5,4325.0,1
6244,C,kapal,4,2,177.0,6,rendah,Perempuan,3,4392.0,1
6245,F,kapal,5,5,136.0,3,rendah,Laki-laki,4,4218.0,1
6246,F,kapal,4,5,274.0,5,rendah,Laki-laki,7,1225.0,0
6247,C,kapal,4,3,175.0,4,sedang,Perempuan,4,5685.0,0
6248,B,pesawat,4,1,167.0,3,rendah,Laki-laki,42,1197.0,1
6249,A,darat,4,3,134.0,2,rendah,Perempuan,2,4522.0,0
6250,F,kapal,4,5,171.0,3,rendah,Perempuan,10,4752.0,1
6251,D,kapal,4,3,135.0,3,rendah,Perempuan,15,1008.0,1
6252,F,pesawat,5,1,272.0,6,sedang,Perempuan,2,1681.0,1
6253,F,darat,6,2,246.0,4,sedang,Perempuan,7,1297.0,1
6254,F,kapal,4,1,198.0,4,rendah,Perempuan,5,5182.0,0
6255,A,kapal,4,2,272.0,2,rendah,Perempuan,1,5939.0,1
6256,C,kapal,3,3,207.0,3,rendah,Laki-laki,7,4816.0,1
6257,B,darat,6,5,275.0,4,rendah,Perempuan,6,1872.0,0
6258,A,kapal,3,5,271.0,2,sedang,Perempuan,6,4020.0,1
6259,B,kapal,3,2,192.0,3,rendah,Perempuan,19,3183.0,1
6260,B,pesawat,5,2,244.0,5,rendah,Laki-laki,1,1875.0,1
6261,D,kapal,3,3,124.0,3,sedang,Laki-laki,59,1959.0,1
6262,A,kapal,5,3,266.0,3,sedang,Perempuan,4,4195.0,0
6263,F,kapal,4,4,224.0,4,sedang,Perempuan,2,4503.0,1
6264,A,kapal,4,1,183.0,3,rendah,Laki-laki,37,2042.0,1
6265,F,kapal,4,2,182.0,3,sedang,Laki-laki,7,4710.0,1
6266,F,kapal,5,3,193.0,5,sedang,Laki-laki,3,5888.0,0
6267,B,kapal,4,3,134.0,2,sedang,Perempuan,29,1010.0,1
6268,F,pesawat,3,5,240.0,6,rendah,Laki-laki,21,3559.0,1
6269,D,kapal,5,2,241.0,2,sedang,Perempuan,2,5448.0,0
6270,B,kapal,3,3,229.0,3,sedang,Perempuan,8,4549.0,0
6271,B,darat,4,2,187.0,3,tinggi,Perempuan,5,4897.0,1
6272,A,kapal,6,5,294.0,4,rendah,Laki-laki,4,1302.0,0
6273,F,kapal,2,3,189.0,4,rendah,Laki-laki,34,3355.0,1
6274,F,kapal,4,3,274.0,3,sedang,Perempuan,8,,0
6275,D,kapal,4,2,262.0,3,rendah,Laki-laki,4,5085.0,0
6276,F,kapal,2,1,111.0,2,rendah,Perempuan,1,4296.0,1
6277,F,kapal,4,5,215.0,3,sedang,Perempuan,21,,1
6278,F,kapal,6,2,247.0,4,sedang,Laki-laki,1,1668.0,0
6279,C,kapal,3,5,256.0,2,sedang,Perempuan,6,5375.0,0
6280,D,kapal,6,5,290.0,4,sedang,Perempuan,3,1463.0,1
6281,A,pesawat,3,4,135.0,3,rendah,Laki-laki,11,1740.0,1
6282,F,darat,4,3,152.0,4,sedang,Perempuan,4,5809.0,0
6283,D,pesawat,4,5,232.0,2,rendah,Perempuan,21,3128.0,1
6284,A,kapal,4,2,258.0,7,sedang,Laki-laki,3,4538.0,1
6285,F,darat,5,5,132.0,3,rendah,Laki-laki,5,4195.0,1
6286,F,pesawat,3,1,176.0,3,rendah,Laki-laki,5,5316.0,1
6287,D,kapal,3,1,271.0,3,sedang,Laki-laki,1,5486.0,1
6288,B,kapal,3,2,183.0,3,rendah,Perempuan,44,2896.0,1
6289,F,kapal,3,3,235.0,3,sedang,Perempuan,10,4186.0,0
6290,F,kapal,5,4,232.0,5,sedang,Laki-laki,5,1861.0,0
6291,B,kapal,4,2,193.0,2,tinggi,Perempuan,48,2371.0,1
6292,F,darat,4,1,182.0,3,sedang,Laki-laki,28,2005.0,1
6293,B,darat,5,2,137.0,3,sedang,Laki-laki,47,1023.0,1
6294,F,kapal,4,2,239.0,4,sedang,Laki-laki,8,4039.0,0
6295,A,pesawat,2,5,271.0,3,rendah,Laki-laki,4,5775.0,0
6296,C,kapal,3,1,143.0,6,sedang,Laki-laki,2,1323.0,1
6297,F,kapal,3,1,192.0,3,rendah,Perempuan,9,5004.0,0
6298,A,kapal,4,4,134.0,2,sedang,Perempuan,5,5230.0,0
6299,B,kapal,6,5,163.0,4,tinggi,Laki-laki,3,5118.0,1
6300,A,darat,4,4,251.0,2,rendah,Laki-laki,2,4800.0,0
6301,F,kapal,4,3,232.0,3,rendah,Laki-laki,11,2624.0,1
6302,A,kapal,2,3,139.0,3,rendah,Laki-laki,9,1471.0,1
6303,A,kapal,4,1,259.0,3,rendah,Laki-laki,9,5148.0,1
6304,C,kapal,5,1,189.0,3,sedang,Laki-laki,13,3492.0,1
6305,C,kapal,5,1,241.0,2,sedang,Perempuan,3,5391.0,1
6306,C,darat,3,5,253.0,4,sedang,Perempuan,5,4761.0,1
6307,F,kapal,5,1,148.0,4,tinggi,Laki-laki,2,5821.0,1
6308,F,kapal,3,4,186.0,2,rendah,Laki-laki,63,3447.0,1
6309,D,pesawat,3,2,135.0,7,sedang,Laki-laki,8,4901.0,0
6310,F,kapal,3,5,248.0,2,sedang,Laki-laki,1,4108.0,1
6311,C,darat,4,4,169.0,3,rendah,Laki-laki,23,1058.0,1
6312,F,kapal,6,5,276.0,4,rendah,Laki-laki,3,1136.0,0
6313,F,darat,4,1,161.0,3,sedang,Laki-laki,3,4590.0,0
6314,C,kapal,3,2,260.0,3,sedang,Laki-laki,52,2874.0,1
6315,A,kapal,3,5,144.0,4,sedang,Laki-laki,5,,1
6316,F,darat,5,1,173.0,4,sedang,Perempuan,2,4615.0,0
6317,A,kapal,4,1,151.0,6,rendah,Laki-laki,7,4387.0,0
6318,B,kapal,5,5,133.0,2,rendah,Perempuan,18,1134.0,1
6319,D,kapal,2,4,153.0,2,sedang,Perempuan,57,1264.0,1
6320,B,kapal,4,5,248.0,3,rendah,Laki-laki,7,5853.0,0
6321,D,pesawat,7,3,,4,sedang,Perempuan,7,1915.0,0
6322,C,pesawat,5,3,256.0,2,rendah,Laki-laki,3,4456.0,0
6323,F,kapal,4,1,132.0,2,sedang,Laki-laki,1,5025.0,1
6324,C,kapal,4,2,223.0,3,sedang,Perempuan,7,5977.0,0
6325,D,darat,4,3,,2,tinggi,Laki-laki,23,3123.0,1
6326,F,darat,3,1,268.0,3,sedang,Laki-laki,3,3040.0,1
6327,F,kapal,4,3,235.0,3,sedang,Perempuan,4,5748.0,1
6328,F,pesawat,3,3,229.0,3,rendah,Laki-laki,14,2164.0,1
6329,B,darat,2,3,225.0,7,tinggi,Laki-laki,7,4009.0,1
6330,F,pesawat,6,4,258.0,4,rendah,Perempuan,7,1726.0,1
6331,F,darat,2,4,239.0,5,rendah,Perempuan,59,2181.0,1
6332,B,kapal,5,5,254.0,5,rendah,Laki-laki,7,1967.0,0
6333,A,kapal,4,3,261.0,3,rendah,Perempuan,6,2787.0,1
6334,B,kapal,5,2,223.0,5,rendah,Laki-laki,2,1232.0,1
6335,D,kapal,4,2,168.0,6,sedang,Perempuan,9,4030.0,0
6336,F,pesawat,6,4,292.0,4,rendah,Perempuan,10,1321.0,1
6337,F,darat,4,3,162.0,2,sedang,Perempuan,58,1708.0,1
6338,A,kapal,5,5,259.0,6,rendah,Laki-laki,5,1382.0,1
6339,F,kapal,3,2,270.0,3,sedang,Laki-laki,31,2377.0,1
6340,F,kapal,4,4,223.0,3,tinggi,Perempuan,5,5654.0,0
6341,D,kapal,5,4,214.0,2,sedang,Perempuan,1,3709.0,1
6342,B,kapal,3,3,178.0,3,tinggi,Laki-laki,43,1517.0,1
6343,D,kapal,6,5,278.0,5,sedang,Perempuan,2,4361.0,1
6344,A,kapal,3,4,242.0,10,tinggi,Laki-laki,5,4127.0,0
6345,F,kapal,4,3,217.0,3,sedang,Perempuan,16,3444.0,1
6346,C,kapal,3,1,233.0,2,tinggi,Laki-laki,1,5073.0,1
6347,C,kapal,3,3,241.0,2,tinggi,Laki-laki,2,4836.0,1
6348,B,kapal,5,2,235.0,2,rendah,Perempuan,61,3451.0,1
6349,B,kapal,3,2,177.0,3,rendah,Laki-laki,10,1641.0,1
6350,A,pesawat,4,3,266.0,5,tinggi,Perempuan,5,1590.0,0
6351,F,kapal,5,5,269.0,5,rendah,Perempuan,6,1630.0,0
6352,F,kapal,3,1,243.0,3,sedang,Laki-laki,6,5371.0,0
6353,F,pesawat,6,4,155.0,5,sedang,Perempuan,8,5982.0,0
6354,F,kapal,3,1,150.0,2,rendah,Perempuan,6,5697.0,0
6355,D,kapal,4,5,260.0,3,rendah,Perempuan,14,2071.0,1
6356,C,kapal,5,4,185.0,3,sedang,Perempuan,1,4925.0,0
6357,F,kapal,2,2,177.0,4,,Laki-laki,8,5878.0,1
6358,F,kapal,4,5,274.0,3,sedang,Laki-laki,4,4521.0,0
6359,B,darat,3,3,250.0,3,rendah,Perempuan,5,4625.0,0
6360,F,kapal,6,5,283.0,4,rendah,Laki-laki,3,1374.0,1
6361,F,kapal,3,2,251.0,2,rendah,Perempuan,5,3443.0,1
6362,F,kapal,4,4,273.0,3,rendah,Perempuan,3,5749.0,1
6363,D,kapal,5,3,170.0,3,,Perempuan,4,4446.0,1
6364,F,kapal,4,5,163.0,3,sedang,Laki-laki,1,4049.0,1
6365,C,kapal,3,2,154.0,2,sedang,Laki-laki,4,5864.0,0
6366,D,kapal,3,2,223.0,3,sedang,Perempuan,6,2127.0,1
6367,F,kapal,5,2,172.0,3,sedang,Laki-laki,65,1667.0,1
6368,F,kapal,5,2,254.0,2,sedang,Laki-laki,4,4180.0,1
6369,C,pesawat,5,1,265.0,3,sedang,Laki-laki,6,2452.0,1
6370,F,darat,4,5,239.0,5,rendah,Laki-laki,7,1380.0,0
6371,D,kapal,4,1,189.0,2,rendah,Laki-laki,10,4646.0,0
6372,F,kapal,2,2,158.0,3,rendah,Laki-laki,28,,1
6373,A,kapal,2,4,176.0,2,sedang,Perempuan,2,5138.0,0
6374,F,kapal,4,4,269.0,4,sedang,Perempuan,3,5032.0,1
6375,C,kapal,2,4,264.0,3,rendah,Perempuan,1,5437.0,1
6376,F,kapal,4,2,159.0,3,,Laki-laki,5,4985.0,1
6377,A,kapal,4,4,228.0,5,rendah,Perempuan,1,1788.0,1
6378,A,darat,3,4,250.0,2,tinggi,Laki-laki,61,3207.0,1
6379,A,kapal,4,3,136.0,3,sedang,Laki-laki,10,4299.0,1
6380,F,pesawat,4,2,238.0,2,rendah,Laki-laki,1,5229.0,0
6381,A,pesawat,5,5,161.0,3,sedang,Perempuan,59,1037.0,1
6382,F,kapal,4,3,195.0,2,rendah,Laki-laki,8,4576.0,0
6383,B,darat,3,4,149.0,2,sedang,Perempuan,37,1080.0,1
6384,D,kapal,3,3,171.0,4,rendah,Laki-laki,8,4502.0,0
6385,B,kapal,2,2,157.0,3,sedang,Perempuan,9,4547.0,1
6386,A,kapal,3,4,178.0,2,rendah,Perempuan,35,1183.0,1
6387,F,kapal,4,4,209.0,3,sedang,Laki-laki,8,5884.0,1
6388,B,kapal,5,3,260.0,2,rendah,Laki-laki,10,5633.0,0
6389,D,kapal,4,1,100.0,6,sedang,Laki-laki,6,5841.0,0
6390,F,kapal,5,3,224.0,4,rendah,Laki-laki,7,4553.0,0
6391,B,kapal,3,2,256.0,3,rendah,Laki-laki,1,4932.0,0
6392,F,kapal,5,5,125.0,3,rendah,Laki-laki,10,4997.0,0
6393,F,kapal,3,4,274.0,3,sedang,Laki-laki,19,3076.0,1
6394,F,darat,4,3,219.0,6,sedang,Perempuan,2,1634.0,0
6395,D,darat,3,2,204.0,2,sedang,Perempuan,35,2090.0,1
6396,D,darat,6,4,205.0,4,rendah,Perempuan,10,1974.0,1
6397,F,kapal,3,1,177.0,4,rendah,Perempuan,6,5037.0,1
6398,D,kapal,5,3,210.0,5,sedang,Laki-laki,9,5431.0,1
6399,F,darat,4,3,263.0,6,sedang,Laki-laki,8,1123.0,1
6400,F,darat,4,3,266.0,3,rendah,Laki-laki,9,5621.0,1
6401,F,kapal,6,3,223.0,6,sedang,Laki-laki,29,2980.0,1
6402,D,pesawat,4,5,211.0,2,rendah,Perempuan,4,4106.0,1
6403,F,pesawat,3,1,265.0,3,sedang,Laki-laki,11,2194.0,1
